,count,hate_speech,offensive_language,neither,class,tweet
9871,3,0,3,0,1,Ha.. yous a lonely hoe
4509,3,0,3,0,1,@PacDaGoat neck TITTIES then pussy
10259,3,0,3,0,1,I ain't got no hoes&#128530;&#128074;
21841,3,0,3,0,1,"That bitch told me to control myself, I told her to go find yourself"
11601,3,0,0,3,2,I'm just tryna get to sleep before the birds start getting rowdy.
23377,3,0,3,0,1,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back
15914,3,0,3,0,1,RT @HyPPeR_: I just roasted a hoe
19041,3,0,3,0,1,RT @basedamERICan: When you stuck in the middle of the jungle but see a bad bitch Chillin by the mango tree... http://t.co/YRpGM7JC1s
20473,3,1,2,0,1,RT @slbgng_eddie: &#8220;@white_thunduh: On boys im a retard sometimes&#8221; all the time *
19416,3,0,0,3,2,RT @fatguythe: *sings Careless Whisper to broken 7 year old flip flop on the way to the trash
21668,3,0,2,1,1,Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn
9670,3,0,3,0,1,Get your own picture bitch.
12522,3,0,3,0,1,"Kayci and I greet each other by saying ""hey cunt"" like it makes me lol"
22694,3,0,2,1,1,"Tolerance? What, in sharpening knives? 200+ years Jihadis have been a pain in our a$$. @GermanShepher10 @crookedwren @allahpundit @JammieWF"
1829,3,0,3,0,1,&#8220;@iank12: Half tempted to go outside and run my phone over with my car because it's such a piece of shit. #FuckiPhones&#8221; do it pussy
12679,3,1,0,2,2,Let this white boy be ghetto&#127773;
3455,3,0,3,0,1,@Hendrixoxo wtf hoe answer my question
1011,3,0,3,0,1,&#128514;&#128514;&#128514; nah if you round me you do Molly &#8220;@CallNeeshCakey: Only bitches with no nigga do Mollies...&#8221;
2102,3,0,3,0,1,' Id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch &#1041204;&#1043473;... http://t.co/MEtM60bG15
6685,3,1,2,0,1,@kincade00 you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
25167,6,0,6,0,1,well ain't that a bitch
17498,3,0,3,0,1,RT @RihannaHasAids: if I got hoes.. @ one of my hoes.. if not shutup &amp; never say it again
10823,3,0,2,1,1,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...
17337,3,1,2,0,1,"RT @PrinceVelly: I feel sorry for da females that dont get what they deserve, while these hoe bitches get treated like queens &#128543;&#128543;&#128543;&#128543;&#128543;"
18358,3,0,1,2,2,"RT @UrbanEngIish: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape = https://t&#8230;"
13008,3,0,3,0,1,MY. NIGGA!! RT @Lito_TheGawd: Feel good to not have no hoes. Yall can't even throw that charge my way no more.
10714,3,1,2,0,1,I hate a wishy washy bitch
21506,3,1,2,0,1,Some rednecks just raced down the freeway &gt;_e
4749,3,0,3,0,1,@SPIFFY_VUITTON her pussy smell like boiled hot dog water and lizard dick.
12972,3,0,3,0,1,Looking like a nappy headed hoe but reppin that Patrick Ewing crew neck tho http://t.co/6Z7SnF26Xh
5300,3,0,0,3,2,@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash
7644,3,0,2,1,1,"A guy on True Blood is getting his penis inspected and the doctor told him it look like an eggplant

&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;"
17148,3,0,3,0,1,"RT @O_MyGotti: you have a girlfriend, stop asking these hoes to be your bestfriend."
19022,6,2,4,0,1,RT @bad_boy_six: Damn faggots.... #tcot http://t.co/4gkgAM6aeo
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol"
20928,3,0,0,3,2,Real basketball players get disappointed when they throw something in the trash can and miss
13243,3,0,3,0,1,"Mum agrees with me, ur being a wee moody cunt and you cani deal with the fact i'm right:/ #dadsbeingsilly"
13562,3,0,0,3,2,Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1
17240,3,0,3,0,1,RT @PSQ_LOADUPP: I never met a faithfull bitch
14764,3,0,3,0,1,"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;"
4631,6,0,5,1,1,@RealNiggaSherm wen he ho dwn da road
15615,3,0,3,0,1,RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore
21073,3,0,3,0,1,"Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you"
7717,3,0,0,3,2,After Deztinis session we needed this lmao Jk girl good yob lol http://t.co/3spfhBBkVD
14047,3,0,3,0,1,"Or a dumb bitch with no self esteem I can't decide.

But for now it's saint &#128591;"
5880,3,2,1,0,0,@chanelisabeth that nigger music
17219,6,0,6,0,1,RT @Oz_lito: Dis bitch wanna smoke all our weed
24092,3,0,3,0,1,bad bitches is the only thing i like
15487,3,0,3,0,1,RT @EskimoKim_: @WeCameAsJanie I really hate skyler like she's loaning money and it's not even hers like bitch wtf
625,3,1,2,0,1,"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!"""
19822,6,0,6,0,1,RT @jusabadgirl_: Nothing I hate more than a SNEAKY bitch
22690,3,2,1,0,0,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.
7135,3,1,2,0,1,@robfee What a #narcissistic cunt he is.
15484,3,0,0,3,2,RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash
8550,3,0,3,0,1,Can someone treat me to some grub? I'm broke bitch over here.
11748,3,0,3,0,1,Ibuki&#180;s shaved pussy fingered and fucked before her tight little rosebud of an ass is&#160;destroyed http://t.co/kPxRSZVD9K
20041,3,0,3,0,1,"RT @mabelsay: Hoes be calling hoes, hoes, when they know they just as much of a hoe as the other hoe they calling a hoe."
19232,3,0,2,1,1,"RT @cuposyrup: What females do on twitter:

1. Brag bout loyalty 
2. Call other females hoes
3. Song lyrics
4. Complain bout cramps
5. Twee&#8230;"
1603,9,1,8,0,1,"&#8220;@TinnyTimm: &#9994;&#128558; u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch&#8221; how guys say ""I love you"" &#128527;"
7116,3,0,3,0,1,@rhythmixx_ @jaymcnuggets ohhhhh you bitch
8428,3,0,1,2,2,Brownies brownies brownies
405,3,1,2,0,1,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"
11009,3,0,3,0,1,I love this ho @nerissaloren http://t.co/I5obSnjj
25289,3,3,0,0,0,you're all niggers
23399,3,0,3,0,1,Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax
861,6,0,6,0,1,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS
18078,6,0,6,0,1,RT @TheKizzler: make today yo bitch
22639,3,2,0,1,0,Those guys are the definition of white trash
5664,3,1,2,0,1,@allyssasss I was a fag back then
14617,3,0,3,0,1,"RT @BOSSBITCH122513: Loyalty now let's get this money I got u,u got me no hoes just us !!!!"
1448,3,2,1,0,0,"&#8220;@MikeyPDaCav5: I love the song ""John Doe"" #dope&#8221; @MirandaWigley @edenbaby101 faggots"
20793,3,0,3,0,1,RT @wtfuxupjessie: A hoe is cool with being unclaimed and kept on the low so that people don't call her what she is. A hoe.
6715,3,2,1,0,0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke
13743,3,0,3,0,1,No. A dog like that needs bitches and he ain't ever gonna get bitches with that on him &#128530;&#128548;
6881,3,2,1,0,0,@mimiswagnotes You are an ignorant cunt.
20396,3,2,1,0,0,RT @s_bitchy: Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#8230;
5267,3,0,2,1,1,@Waanderlusting id chink you if you left me with blue balls
6353,3,0,3,0,1,@intheKCmix it's twitter.. That's what folks do.. Same folks be mad when someone calls them a nigger on here..
3147,6,0,6,0,1,@Dre_thinks lol lil bitch
7061,3,0,3,0,1,@princessfaggit I don't see tears bitch
20490,3,0,0,3,2,RT @sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos
13928,6,0,2,4,2,Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water
19109,3,0,3,0,1,"RT @brownandbella: YASSSSSSSSSSSSSS!!!! RT @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!"
18629,3,0,0,3,2,"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani"
19186,3,3,0,0,0,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.
1367,3,0,3,0,1,&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe
8023,3,0,0,3,2,Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb
2673,3,0,3,0,1,"@Bitterchick @hellobaphomet 
Y'all be some crazy white bitches. I wants to lay down wit you bowf."
15433,3,0,3,0,1,RT @Dunky_hoeless55: You a hoe if you leaving a man's house right now with a costume on
447,3,1,2,0,1,"""Eat the pussy like a real nigga hungry"""
18197,3,0,3,0,1,"RT @Todd__Kincannon: Cry, liberal bitches. Cry like you did when daddy left. MT @Slate: Republicans are abt to take control of state legisl&#8230;"
13756,6,0,5,1,1,"Nooo.. not Sailor Moon and squad ""in the club w/ all my bitches lookin good."" https://t.co/S6Yj748if1"
776,3,0,0,3,2,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!"
8483,3,0,3,0,1,But no one calls him a pussy for his injuries
24482,3,0,3,0,1,i have to be the taller older bitch
14092,3,0,3,0,1,Paper over pussy cause pussy Bring problems #PoweroftheP
8408,3,0,0,3,2,Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM
20720,3,0,3,0,1,RT @velweb: Thank you One-A-Day for making your vitamins the size of a fucking Twinkie. I love giving myself the heimlich maneuver every mo&#8230;
12772,3,0,0,3,2,Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;
25262,3,1,2,0,1,yo hoe will get slayed! &#128298;
5635,3,0,2,1,1,"@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal."
21738,3,0,3,0,1,Taking pics I'm the school bathroom is fucking stupid #retards
5177,3,0,3,0,1,@Travis_bechtel bitches ain't shit but hoes and tricks #thuglife
24496,3,0,3,0,1,"i never knew a mother so heartless and such a bitch, if it were my mother she would have been popped on foh"
13655,3,0,3,0,1,Niggas cry when they get hit high and cry when they get hit low. NFL full of pussies now
648,3,0,3,0,1,"""if i wasnt in a work place id deck you"" aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch"
8622,3,0,3,0,1,Catch this jet hoe
11022,3,0,0,3,2,"I luv watching gas monkey, they be havin some classics on there."
17655,3,0,0,3,2,"RT @ShadyLadyHH: When the rose-colored glasses come off and you still want to be there, true love happens."
1030,3,0,3,0,1,"&#128514;&#128514;&#8220;@BrandonBeSlydin: My fucking god bruh, the birds from southridge are in front of my house.&#8221;"
12228,3,2,1,0,0,It's a lot of Uncle Tom ass niggas out here.
16763,3,0,0,3,2,RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9
12917,3,0,3,0,1,Lol im out here curving bitches like im taken
20873,3,0,3,0,1,"RT @yunheaux: ppl from the uk go dumb hard when they curse they be like ""YOU SHITTING CUNT"" I be like dam cunts can't shit"
3538,3,3,0,0,0,@IDisDummies Can you speak one coherent sentence without sounding like a nig? Seriously.
10220,3,0,3,0,1,How's this bitch wearing high heals right now
13767,3,0,2,1,1,Not a neanudda bitch @CONSTANTINE_D_
14856,3,0,3,0,1,RT @Broski5519: Niggas dat don't get no pussy are usually the ones thirstin these big or ugly bitches.. givin them more confidence then the&#8230;
24322,3,0,2,1,1,flappy bird makes me want to smash my fuckin screen
7866,3,0,0,3,2,"All trash RT @nicekicks: Now that's a lot of stolen shoes...

https://t.co/q0wswXE7Fw"
24930,3,0,3,0,1,"shutup fag &#8220;@MrAugustAIsina: on some real shit , females love a real nigga like me !&#8221;"
15680,3,1,2,0,1,RT @Gabriel_Montoya: RT &#8220;@Brandon_Rios1: @Gabriel_Montoya fuck u bitch hope I don't see u bitch cuz I would love for u to tell me to my fac&#8230;
2561,3,0,3,0,1,@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match
24895,3,0,3,0,1,remember going out to actually freak a bitch? yeah that vibe is back.
9365,6,0,6,0,1,Finna get 86'd cause bitches in coming at me wrong
14935,3,0,3,0,1,RT @CaloMitchell: Fuck a title bitch throw that ass back YE YE
8832,3,0,3,0,1,Daaamn lmao right back to them old ways RT @KingTralle Look at this hoe ass nigga covering Wiz face you hoe http://t.co/lpPToFmj5R
23237,3,0,3,0,1,When you see a fat bitch wearing leggings and a belly shirt http://t.co/mN4ZFw3P5G
1311,3,0,3,0,1,"&#8220;@GoldieMack_: &#8220;@Treslyon: @GoldieMack_ shit where you from&#8221;

Baltimore...&#8221; Man them hoes fine &amp; crazy"
22356,3,0,1,2,2,They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!
2423,3,0,0,3,2,@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue
20192,3,0,0,3,2,RT @nikaaaa3: @Patt_Hoff you're secretly a Yankee fan! You'll admit it some day !
14474,3,1,2,0,1,RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.
16992,3,0,3,0,1,RT @NaturalBadAssss: Phat pussy is the best pussy &#128526;
1034,3,0,3,0,1,&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE
20677,3,1,2,0,1,RT @trillmnded: bitches will fuck a nigga with money knowing he ain't buying her shit. but won't fuck a broke nigga that would give her his&#8230;
754,3,0,2,1,1,#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.
5426,3,0,3,0,1,@ZitlalyL You will and he's gonna get all dem bitches &#128513;
25122,3,0,0,3,2,trash show
15830,3,0,2,1,1,"RT @HennyHeathen: Bitches eat mad beef,drink Henny and do the shmoney dance that's why they pussy always stink"
1175,3,0,3,0,1,&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle
3829,3,0,3,0,1,"@JusDahl I want some.....I'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub"
6688,3,0,3,0,1,@kingjvsh you just did bitch lol
2309,3,0,0,3,2,5SOS is trash
6347,3,1,2,0,1,"@infidelpamelaLC #Allah can KISS MY ASS!
And yes, MUHAMMED was a bitch! Just like OSAMA BINLADEN!"
16384,6,1,5,0,1,"RT @KillAllSimps: I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;"
9898,3,0,2,1,1,Haley was called a raghead &amp; accused of adultery and she skyrocketed in the polls. y&#8217;all think Sheheen didn&#8217;t notice that?
9171,3,1,2,0,1,Eat a dick bitch
22969,3,0,3,0,1,Watching Forrest Gump has taught me that these bitches wanna hoes until they're tired
23663,3,0,3,0,1,Yo bitch choosin' just let her
8311,3,0,3,0,1,Bitches love beefing over a nigga that's always in other bitches faces.
17357,3,0,3,0,1,"RT @QueenBitchhhh_: I'm scared to lose you, cause I know you get bitches."
3911,3,0,3,0,1,"@Kendracae ""bitches ain't shit but hoes with tricks"""
11856,3,0,3,0,1,If pussy lips could talk ill go down there like it's whispering
16806,3,0,3,0,1,RT @MetroBoomin: Coming soon on a bitch nigga!!!!! #MONSTERtape 10.28 http://t.co/03aS6BGqeC
17130,3,0,3,0,1,RT @OG_Kicks: I love my girlfriend she be shitting on y'all hoes. &#128514;&#128175;
13343,3,0,0,3,2,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!"""
11713,3,0,3,0,1,I'm too much of a bitch to say anything about that
23480,3,0,0,3,2,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming
24970,3,0,3,0,1,spring break bitches
12843,3,1,2,0,1,"Lmaoooo deep RT @haneema: That girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...#whiteprivilege"
890,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF"
21469,3,1,2,0,1,Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies
3802,3,0,0,3,2,"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!"
18360,3,0,2,1,1,RT @UsGEMINIS: #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!
6691,3,2,1,0,0,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him
1224,3,0,3,0,1,&#8220;@ComedianSpank: Where the hoes at&#8221; shit u got em
8994,3,1,2,0,1,Dis nigga look retarded
17531,3,0,3,0,1,RT @RubyFakhoury: We out dis bitch &#128588; http://t.co/Vb8C2Pjnvi
6295,3,0,3,0,1,@iDO_me2 @coldhearted9_ basically any foams over a 8 ugly... All dem bitches look big long an floppy (nh)
24309,3,3,0,0,0,faggot http://t.co/tkPokv3ncd
24840,4,0,0,4,2,only my school wouldnt give kids their schedules... #ghetto
5493,3,0,2,1,1,@_PRAWDA_ dying? oh bitch. exit my mentions. her last era was huge. #1 album. #1 tour. golden globe (cont) http://t.co/gkuJXIaDep
11465,3,0,3,0,1,I'll live my life the way I want bitch
5739,3,2,1,0,0,"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G"
15684,3,0,3,0,1,RT @GabrielaAngela4: That hoe wanta 6/6.
9157,3,1,2,0,1,Eagles fucking trash
11867,3,3,0,0,0,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth."
1586,3,1,2,0,1,&#8220;@ThaRealLilWang: Ur ex girlfriend is a slut&#8221; fr f dat hoe
19265,3,0,0,3,2,"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf"
23932,3,1,2,0,1,You want thingamabobs? I got twenty bitch
3036,3,0,3,0,1,@DaniellaParella no I wuz just making a general statement. I've never called u a bitch
21891,3,0,2,1,1,That shit is for the crows in wal mart parking lots
8817,3,0,0,3,2,Cuz if it's trash I'm bashing it at saying he need to go back to jail
3299,3,1,0,2,2,@FunnyPicsDepot he's a greaser
25141,3,0,3,0,1,u want a cookie tomorrow bitch @_lostb0y
13039,3,0,3,0,1,"Man I thought that heifer was yo old bitch, when you first went to the feds I was that nigga she would smoke with."
21884,3,0,3,0,1,That pussy came gift wrapped
12712,3,0,3,0,1,Life is too fuckin short for free bird
3087,3,0,0,3,2,"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes"
19130,3,1,2,0,1,RT @capflowwatch: Apple CEO says &#8216;Being gay is a gift from God&#8217; as part of campaign to sell iPhone to queers.. http://t.co/lZE2E0wUyV
17519,3,3,0,0,0,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
1868,3,0,3,0,1,&#8220;@koleworld4: my name is stefanie ... &#128075;&#128075;&#128075;&#128075; stefanie&#128514;&#128540;&#8221;fuck u hoe &#128553;&#128530;&#128514;
14542,3,0,3,0,1,"RT @Anotherpotheadd: Read my lips bitch, what? My mouth isnt workin?"
23192,3,0,3,0,1,When jake from State Farm keep calling yo bitch but yall got progressive http://t.co/dnb0q5phVk
1470,3,0,3,0,1,&#8220;@NiggaImTatted: Niggas want a good girl but still wanna fuck with hoes but that ain't gone work. Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu
22272,3,0,3,0,1,These hoes out here beefing bout as important as these hoes out here queefing. Y'all blowing vaginal wind back &amp; forth. STFU &amp; GET MONEY!
12188,3,0,3,0,1,It all started in '95 bitch&#128118;
9117,3,0,3,0,1,Dude live next to me be hitting some ugly ass hoes Got Damn
28,3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """
21555,3,2,1,0,0,"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."
8760,3,0,0,3,2,"Cool, fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you &#8594; http://t.co/L7zmXIyVQy"
13376,3,0,3,0,1,My life is going to a bitch for 6 short weeks
14753,3,0,0,3,2,RT @BlackNerdJade: RT @Parkour_Lewis: *Last 5 hours RT @the_blueprint the last hour and a half of work trash just for existing.
17541,3,1,2,0,1,RT @SAMMI_boyden: @jizcalifuh it's a metaphor you dumb fucking nigger @savanigga &#128514;&#128514;&#128525;&#128525;&#128069;&#128069;
8016,3,0,0,3,2,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee"
1104,3,0,3,0,1,"&#8220;@50TysonRap: Aye nigga, who tryna freestyle?&#8221; You trash though lol"
19550,3,0,3,0,1,"RT @iAmEastAtlanta: Don't be sorry hoe, Be Careful"
548,3,0,1,2,2,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."
2664,3,0,3,0,1,@BirdieB420 lets record a song bitch right nowb
11141,3,0,3,0,1,"I ride around with #notint, so all them bitches can see me &#128526;&#128522;&#128129; #JetLife &#9992;&#65039;"
23356,3,0,3,0,1,Why does this bitch on the olympics have a giant band aid on that looks like MIA designed it for american apparel?
450,3,0,3,0,1,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf"""
12181,6,0,5,1,1,"It ain't nothing like chasing money cause you have a purpose, but chasing these hoes for what? 
*Vice Versa*"
7299,3,0,3,0,1,@supreme_tacos @hear_me_rawrrr if you want a hoe go on urban chat. That's where all the hoes are. And Mia can get punched in the boob.
23152,3,0,3,0,1,When a chicks head is weak I just close my eyes and imagine me giving a bad bitch like Zoe Saldana back shots so I can get my nut off
24118,3,0,3,0,1,bitch don't run to the neighbor he's dead too
6686,3,0,3,0,1,"@king__saan I feel like I just got married bruh, she a bad bitch"
5069,3,0,3,0,1,@TheIslamHeretic @WarMachine_83 @BasimaFaysal @MariamVeiszadeh cause it would their tip hand instead they whine like little bitches=&gt;
4128,3,0,3,0,1,@MadameCurry_ what kind of hoe are you dressing up as?
7590,3,0,3,0,1,"@z0mbiedance I know, bitches. Let's do something this weekend. Let's bake!"
6355,3,2,1,0,0,"@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy"
7930,3,0,3,0,1,An if u aint a hoe get up out my trap hoooouusssee!!!!
17225,3,1,2,0,1,RT @POONSoaker: Fucking bitches throwing THOTS
19913,3,0,3,0,1,"RT @kxyIx: Females love stealing someone's boyfriend , that's not cute y'all hoes need some morals &amp; life goals"
5622,3,0,3,0,1,@actionLLJackson unless bitch is a word for awesome they are wrong
14080,3,0,0,3,2,"PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop

#MTVHottestLanaDelRey"
2189,3,1,2,0,1,*Sings* I killed that pussy she died with her eyes open!
21090,3,0,3,0,1,Scrappy mom run all his bitches away
24935,6,1,5,0,1,slay me lolz jk bitch I'll cut you #EMABiggestFans1D
8808,3,0,3,0,1,Cut that bitch off !!
13993,3,0,3,0,1,"One time this girl asked my what my problem was, I instantly replied I love bad bitches &#128514;&#128514;"
1791,3,1,2,0,1,&#8220;@eminoelle: Why you let these hoes tear what we had right apart&#8221;
14269,3,0,3,0,1,Pulled up on this coco ratchet on my way home &#128514;&#128557; @@kayysavage yes bitch
21099,3,0,3,0,1,Secondary playing like hoes.
17518,3,1,2,0,1,"RT @Rockprincess818: Obama is Allowing millions of illegal aliens, drug cartels, and terrorists to enter our open borders...Liberal retards&#8230;"
23504,3,0,2,1,1,Y'all bitches FAKE &#128514;&#128557;
22354,3,0,3,0,1,They thought I wouldn't make it pussy nigga we made it
19930,7,1,6,0,1,RT @lavishlolaaaaaa: Bitches be out here eating pussy more than niggas &#58385;&#58407;
11870,3,0,3,0,1,"If that pussy aint Organic, Preservative free, No growth hormones, fresh, USDA approved, i aint fuckin with it."
4876,3,0,3,0,1,"@Sponkymusiclady Besides, ur imposter idol looks nothing like The Word of God described the Saviour of Israel in Revelations. envious bitch!"
757,3,0,0,3,2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
6628,3,0,3,0,1,@kieffer_jason bitch what? No it must of flew over u head cuz u didn't show up at Plano senior high school in Plano tx fuck boy
20752,3,0,0,3,2,RT @wcvbkelleyt: Just me or are there a lot of tweets from media tonight about election night food??!! For the record: cheese &amp; crackers @s&#8230;
10208,3,0,3,0,1,How y'all associate or even entertain that bitch ass nigga is beyond my comprehension
6982,3,0,1,2,2,"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)"
14759,3,0,3,0,1,"RT @Blackman38Tide: @WhaleLookyHere Trying to cat fish me, like nuh uh bitch get in the back."
1449,3,0,3,0,1,"&#8220;@Mix_Mommie: I hate when bitches do that ""who are you talking to"" shit like clearly you.&#8221;I be like ""BITCH WIT DA RED DOOR HOE""&#128514;&#128514;"
9203,6,2,4,0,1,"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse"
13921,3,1,2,0,1,Ol heads always think a young nicca gon runoff wit they sacc
4018,3,0,3,0,1,@LegsForDayyys fml both or half breed ex at the gym. Ugh
15419,3,0,3,0,1,RT @DrummerKid0328: @WB_Pooh_3x that fat bitch ruined everything &#128514;&#128514; fuck it though I was super burnt
13485,3,0,3,0,1,My wigga RT @showysantoro Ryan Gosling knocked up Eva Mendes swag that man the fuck out
19302,3,0,3,0,1,"RT @digaveliavelife: @KC_Uptown LOL shiiiiiit, one day they gonna have a have a golden statue of me lickin da shit out of some pussy in my &#8230;"
22249,3,0,3,0,1,"These hoes be flawgen i swear bruh, a nigga dont want yall"
800,3,0,3,0,1,#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall
7522,3,0,3,0,1,@woohdakidd_74 lol la bitch happy bout Beatin our bench players
16933,3,0,3,0,1,"RT @MtuPombe: Hahahaha RT @bniceloco: When her pussy better than you expected it to be http://t.co/8rFdwxCZ3g"""
6613,3,0,3,0,1,"@kieffer_jason bitch I don't wanna talk, I wanna fight your pussy ass"
9963,3,0,3,0,1,"Have you ever thought a bitch was wet as fuck, but woke up the next morning &amp; realized that she was just on her period?"
13452,3,0,1,2,2,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed
4607,3,0,3,0,1,@RJ_diggins86 get some sleep pussy.
